"GEOID","NAME","variable","estimate","moe"
"060372095202","Block Group 2, Census Tract 2095.20, Los Angeles County, California","B19013_001",35536,3490
"060372098101","Block Group 1, Census Tract 2098.10, Los Angeles County, California","B19013_001",33977,9160
"060372098102","Block Group 2, Census Tract 2098.10, Los Angeles County, California","B19013_001",32546,10576
"060372098201","Block Group 1, Census Tract 2098.20, Los Angeles County, California","B19013_001",52500,18790
"060372098202","Block Group 2, Census Tract 2098.20, Los Angeles County, California","B19013_001",26023,10311
"060372100101","Block Group 1, Census Tract 2100.10, Los Angeles County, California","B19013_001",25811,13810
"060372100102","Block Group 2, Census Tract 2100.10, Los Angeles County, California","B19013_001",48073,7689
"060372100103","Block Group 3, Census Tract 2100.10, Los Angeles County, California","B19013_001",24429,7444
"060372110001","Block Group 1, Census Tract 2110, Los Angeles County, California","B19013_001",152083,44410
"060372110002","Block Group 2, Census Tract 2110, Los Angeles County, California","B19013_001",250001,NA
"060372110003","Block Group 3, Census Tract 2110, Los Angeles County, California","B19013_001",107361,42412
"060372110004","Block Group 4, Census Tract 2110, Los Angeles County, California","B19013_001",76343,21882
"060372110005","Block Group 5, Census Tract 2110, Los Angeles County, California","B19013_001",250001,NA
"060372111211","Block Group 1, Census Tract 2111.21, Los Angeles County, California","B19013_001",80154,15055
"060372111212","Block Group 2, Census Tract 2111.21, Los Angeles County, California","B19013_001",49375,10032
"060372111221","Block Group 1, Census Tract 2111.22, Los Angeles County, California","B19013_001",39077,7523
"060372111222","Block Group 2, Census Tract 2111.22, Los Angeles County, California","B19013_001",60417,32289
"060372111231","Block Group 1, Census Tract 2111.23, Los Angeles County, California","B19013_001",71875,37149
"060372111241","Block Group 1, Census Tract 2111.24, Los Angeles County, California","B19013_001",55457,17446
"060372111242","Block Group 2, Census Tract 2111.24, Los Angeles County, California","B19013_001",55091,32556
"060372111243","Block Group 3, Census Tract 2111.24, Los Angeles County, California","B19013_001",52917,36444
"060372112011","Block Group 1, Census Tract 2112.01, Los Angeles County, California","B19013_001",53006,13315
"060372112012","Block Group 2, Census Tract 2112.01, Los Angeles County, California","B19013_001",63750,21066
"060372112021","Block Group 1, Census Tract 2112.02, Los Angeles County, California","B19013_001",45694,6014
"060372113101","Block Group 1, Census Tract 2113.10, Los Angeles County, California","B19013_001",45668,6220
"060372113102","Block Group 2, Census Tract 2113.10, Los Angeles County, California","B19013_001",41895,13687
"060372113201","Block Group 1, Census Tract 2113.20, Los Angeles County, California","B19013_001",47465,34751
"060372113202","Block Group 2, Census Tract 2113.20, Los Angeles County, California","B19013_001",28194,14942
"060372114101","Block Group 1, Census Tract 2114.10, Los Angeles County, California","B19013_001",43448,5596
"060372114102","Block Group 2, Census Tract 2114.10, Los Angeles County, California","B19013_001",58782,36985
"060372114201","Block Group 1, Census Tract 2114.20, Los Angeles County, California","B19013_001",51996,5905
"060372114202","Block Group 2, Census Tract 2114.20, Los Angeles County, California","B19013_001",50966,33724
"060372115001","Block Group 1, Census Tract 2115, Los Angeles County, California","B19013_001",82500,28506
"060372115002","Block Group 2, Census Tract 2115, Los Angeles County, California","B19013_001",60776,14160
"060372115003","Block Group 3, Census Tract 2115, Los Angeles County, California","B19013_001",250001,NA
"060372117011","Block Group 1, Census Tract 2117.01, Los Angeles County, California","B19013_001",89698,29105
"060372117012","Block Group 2, Census Tract 2117.01, Los Angeles County, California","B19013_001",NA,NA
"060372117013","Block Group 3, Census Tract 2117.01, Los Angeles County, California","B19013_001",NA,NA
"060372117031","Block Group 1, Census Tract 2117.03, Los Angeles County, California","B19013_001",54202,3157
"060372117032","Block Group 2, Census Tract 2117.03, Los Angeles County, California","B19013_001",55833,16838
"060372117041","Block Group 1, Census Tract 2117.04, Los Angeles County, California","B19013_001",37386,25231
"060372117042","Block Group 2, Census Tract 2117.04, Los Angeles County, California","B19013_001",36833,12500
"060372118021","Block Group 1, Census Tract 2118.02, Los Angeles County, California","B19013_001",28081,18592
"060372118022","Block Group 2, Census Tract 2118.02, Los Angeles County, California","B19013_001",68063,24657
"060372118023","Block Group 3, Census Tract 2118.02, Los Angeles County, California","B19013_001",51215,26169
"060372118031","Block Group 1, Census Tract 2118.03, Los Angeles County, California","B19013_001",38203,11394
"060372118032","Block Group 2, Census Tract 2118.03, Los Angeles County, California","B19013_001",64960,11116
"060372118041","Block Group 1, Census Tract 2118.04, Los Angeles County, California","B19013_001",41402,9183
"060372118042","Block Group 2, Census Tract 2118.04, Los Angeles County, California","B19013_001",43859,12705
"060372119101","Block Group 1, Census Tract 2119.10, Los Angeles County, California","B19013_001",43958,18994
"060372119102","Block Group 2, Census Tract 2119.10, Los Angeles County, California","B19013_001",57292,24540
"060372119103","Block Group 3, Census Tract 2119.10, Los Angeles County, California","B19013_001",62801,27143
"060372119211","Block Group 1, Census Tract 2119.21, Los Angeles County, California","B19013_001",34309,7651
"060372119221","Block Group 1, Census Tract 2119.22, Los Angeles County, California","B19013_001",51659,9478
"060372119222","Block Group 2, Census Tract 2119.22, Los Angeles County, California","B19013_001",43914,13857
"060372121011","Block Group 1, Census Tract 2121.01, Los Angeles County, California","B19013_001",47773,14401
"060372121012","Block Group 2, Census Tract 2121.01, Los Angeles County, California","B19013_001",56250,25086
"060372121021","Block Group 1, Census Tract 2121.02, Los Angeles County, California","B19013_001",22563,9038
"060372121022","Block Group 2, Census Tract 2121.02, Los Angeles County, California","B19013_001",40871,8460
"060372122021","Block Group 1, Census Tract 2122.02, Los Angeles County, California","B19013_001",40392,14442
"060372122022","Block Group 2, Census Tract 2122.02, Los Angeles County, California","B19013_001",33482,13162
"060372122031","Block Group 1, Census Tract 2122.03, Los Angeles County, California","B19013_001",63472,17673
"060372122032","Block Group 2, Census Tract 2122.03, Los Angeles County, California","B19013_001",22238,6185
"060372122041","Block Group 1, Census Tract 2122.04, Los Angeles County, California","B19013_001",37372,8361
"060372122042","Block Group 2, Census Tract 2122.04, Los Angeles County, California","B19013_001",27727,6560
"060372123031","Block Group 1, Census Tract 2123.03, Los Angeles County, California","B19013_001",29479,11706
"060372123032","Block Group 2, Census Tract 2123.03, Los Angeles County, California","B19013_001",53349,17424
"060372123041","Block Group 1, Census Tract 2123.04, Los Angeles County, California","B19013_001",36645,6245
"060372123051","Block Group 1, Census Tract 2123.05, Los Angeles County, California","B19013_001",32898,5614
"060372123061","Block Group 1, Census Tract 2123.06, Los Angeles County, California","B19013_001",63929,29633
"060372123062","Block Group 2, Census Tract 2123.06, Los Angeles County, California","B19013_001",36505,10167
"060372124101","Block Group 1, Census Tract 2124.10, Los Angeles County, California","B19013_001",90625,33770
"060372124102","Block Group 2, Census Tract 2124.10, Los Angeles County, California","B19013_001",40250,16311
"060372124103","Block Group 3, Census Tract 2124.10, Los Angeles County, California","B19013_001",46232,7365
"060372124201","Block Group 1, Census Tract 2124.20, Los Angeles County, California","B19013_001",42287,8703
"060372124202","Block Group 2, Census Tract 2124.20, Los Angeles County, California","B19013_001",43821,14891
"060372125011","Block Group 1, Census Tract 2125.01, Los Angeles County, California","B19013_001",49615,10658
"060372125021","Block Group 1, Census Tract 2125.02, Los Angeles County, California","B19013_001",70938,42972
"060372125022","Block Group 2, Census Tract 2125.02, Los Angeles County, California","B19013_001",56296,10543
"060372126101","Block Group 1, Census Tract 2126.10, Los Angeles County, California","B19013_001",48971,10795
"060372126102","Block Group 2, Census Tract 2126.10, Los Angeles County, California","B19013_001",52210,20189
"060372126201","Block Group 1, Census Tract 2126.20, Los Angeles County, California","B19013_001",42692,7298
"060372126202","Block Group 2, Census Tract 2126.20, Los Angeles County, California","B19013_001",56902,16088
"060372127011","Block Group 1, Census Tract 2127.01, Los Angeles County, California","B19013_001",71357,18863
"060372127021","Block Group 1, Census Tract 2127.02, Los Angeles County, California","B19013_001",93201,28386
"060372127022","Block Group 2, Census Tract 2127.02, Los Angeles County, California","B19013_001",50000,20168
"060372127023","Block Group 3, Census Tract 2127.02, Los Angeles County, California","B19013_001",NA,NA
"060372128001","Block Group 1, Census Tract 2128, Los Angeles County, California","B19013_001",92222,63160
"060372128002","Block Group 2, Census Tract 2128, Los Angeles County, California","B19013_001",39219,31757
"060372128003","Block Group 3, Census Tract 2128, Los Angeles County, California","B19013_001",38854,16960
"060372129001","Block Group 1, Census Tract 2129, Los Angeles County, California","B19013_001",76827,15436
"060372129002","Block Group 2, Census Tract 2129, Los Angeles County, California","B19013_001",39258,13155
"060372131001","Block Group 1, Census Tract 2131, Los Angeles County, California","B19013_001",41635,13736
"060372131002","Block Group 2, Census Tract 2131, Los Angeles County, California","B19013_001",80278,37884
"060372132011","Block Group 1, Census Tract 2132.01, Los Angeles County, California","B19013_001",38326,7294
"060372132012","Block Group 2, Census Tract 2132.01, Los Angeles County, California","B19013_001",36471,13903
"060372132013","Block Group 3, Census Tract 2132.01, Los Angeles County, California","B19013_001",38750,8405
"060372132021","Block Group 1, Census Tract 2132.02, Los Angeles County, California","B19013_001",58240,35143
"060372132022","Block Group 2, Census Tract 2132.02, Los Angeles County, California","B19013_001",41296,12196
"060372133101","Block Group 1, Census Tract 2133.10, Los Angeles County, California","B19013_001",62283,6395
"060372133102","Block Group 2, Census Tract 2133.10, Los Angeles County, California","B19013_001",51429,30819
"060372133201","Block Group 1, Census Tract 2133.20, Los Angeles County, California","B19013_001",24564,5462
"060372133202","Block Group 2, Census Tract 2133.20, Los Angeles County, California","B19013_001",30230,7761
"060372134011","Block Group 1, Census Tract 2134.01, Los Angeles County, California","B19013_001",27778,6138
"060372134012","Block Group 2, Census Tract 2134.01, Los Angeles County, California","B19013_001",63426,26689
"060372134013","Block Group 3, Census Tract 2134.01, Los Angeles County, California","B19013_001",40489,22122
"060372134021","Block Group 1, Census Tract 2134.02, Los Angeles County, California","B19013_001",53364,2277
